25.75,25.75,25.10,25.21,25.05,24.68,25.37,25.80,25.53,26.01,26.01,25.64,25.64,25.69,25.21,25.75,25.53,25.10,26.01,26.23,25.43,25.53,25.27,25.53,25.96,25.75,25.53,25.69,25.05,25.80,25.48,25.10,24.94,25.75,25.80,25.96,25.64,25.43,25.64,25.21,25.00,25.00,25.00,25.27,25.75,25.80,25.21,26.01,25.37,25.00,25.00,25.91,25.59,25.53,25.91,25.64,25.85,25.10,25.37,25.00,24.94,25.37,24.89,24.68,25.53,25.27,25.43,24.84,25.32,25.32,24.84,25.53,25.16,25.53,24.68,25.32,25.53,24.78,25.75,25.59,25.80,25.05,26.07,25.43,25.85,25.43,25.37,25.85,26.12,25.75,25.59,25.64,25.59,25.10,26.01,25.85,25.21,25.85,25.00,25.91,24.94,24.94,24.89,25.96,25.96,24.73,25.53,25.85,25.05,25.00,24.94,26.17,25.10,26.01,24.89,25.10,25.48,25.80,25.27,24.94,25.69,25.05,25.85,25.75,25.75,25.10,24.94,25.53,25.21,25.05,24.57,25.10,25.10,25.21,25.10,25.32,25.10,25.75,25.53,25.37,26.12,25.53,25.00,25.80,25.37,25.59,25.91,25.64,26.07,25.80,25.80,25.37,26.39,26.01,25.27,26.17,25.96,25.69,25.64,25.43,
25.48,25.10,25.05,24.57,24.09,24.25,25.80,25.69,25.53,25.16,25.80,25.64,25.91,25.91,25.21,25.85,25.96,25.16,25.91,25.91,25.37,25.69,25.10,25.37,24.89,25.91,25.75,25.75,25.00,25.75,25.48,25.96,24.89,25.10,25.64,25.75,25.48,25.48,25.75,25.37,24.89,24.78,25.85,25.16,25.96,25.80,25.10,25.53,25.32,24.94,24.84,25.85,25.21,25.64,25.64,24.94,24.94,25.00,24.78,25.32,25.32,24.68,25.05,24.62,25.43,24.94,25.16,24.68,25.32,25.37,25.37,25.27,25.16,24.68,24.78,25.32,25.53,24.57,24.78,25.53,25.64,25.16,25.96,25.21,25.75,25.32,25.32,25.96,25.75,25.64,25.75,25.37,25.91,25.32,26.12,25.75,25.05,25.85,25.00,25.00,24.78,24.89,24.89,24.94,25.85,25.53,25.43,25.85,25.27,25.00,25.10,25.10,25.16,25.64,24.89,25.00,25.48,25.80,25.43,25.00,25.75,24.89,25.10,25.53,25.10,25.00,25.27,25.75,25.27,25.43,25.00,24.68,25.48,25.37,25.27,25.75,25.37,25.00,25.43,25.64,26.01,25.85,25.10,25.69,25.48,26.07,26.01,26.17,26.01,25.85,25.91,25.48,25.37,25.32,25.10,26.07,26.01,25.16,25.53,25.37,
24.25,24.04,23.77,22.91,23.18,24.09,25.37,25.64,25.53,25.91,25.69,25.64,25.75,25.48,25.10,25.64,25.80,26.07,25.37,25.80,25.27,25.69,25.10,25.37,24.89,25.69,25.53,25.48,24.78,25.43,25.32,25.59,26.01,25.37,25.69,25.64,25.37,25.21,25.43,25.10,25.00,24.94,25.96,25.16,25.53,25.53,24.89,25.48,25.43,24.89,25.80,25.48,25.37,25.59,25.53,25.48,25.64,24.94,25.43,25.16,25.21,25.53,25.16,25.43,25.48,24.89,25.00,24.73,25.10,25.05,25.05,25.43,25.00,25.53,24.52,25.27,25.37,25.64,24.89,25.75,25.64,25.00,25.10,25.27,25.53,25.32,25.10,25.32,25.53,25.48,25.59,25.69,25.75,25.27,26.01,25.75,25.05,25.69,24.89,25.05,25.64,25.53,24.84,24.73,25.48,25.64,25.59,25.43,25.16,24.89,24.94,25.00,25.05,25.43,24.84,24.89,25.53,25.64,25.27,24.89,25.64,25.00,25.53,25.80,25.80,25.00,25.10,25.85,25.32,25.37,25.21,25.48,25.43,25.37,25.16,25.53,25.27,25.48,25.48,25.37,25.64,25.59,25.53,25.75,25.21,25.69,25.64,25.91,25.48,25.80,26.01,25.53,26.07,25.21,25.48,25.85,26.07,25.75,25.59,25.37,
22.86,23.34,23.29,23.29,23.02,24.73,25.10,25.53,25.64,26.01,25.64,25.85,25.69,25.80,25.96,25.64,25.96,25.05,25.80,25.91,25.27,25.21,25.80,25.32,24.84,25.64,25.37,25.32,24.89,25.75,25.27,25.48,24.89,25.53,25.69,25.37,25.37,25.16,25.43,25.16,25.43,24.89,25.64,25.10,25.53,25.43,25.05,25.48,25.27,24.89,24.62,25.43,25.59,25.48,25.96,24.89,25.64,25.05,25.59,25.59,25.32,25.32,24.94,24.57,25.00,24.94,25.00,24.62,25.27,24.94,25.32,25.37,25.00,24.41,24.68,25.32,25.27,25.37,25.05,25.53,25.75,25.21,26.01,25.37,25.69,25.53,25.21,25.21,25.48,25.53,25.91,25.10,25.69,26.01,26.33,25.75,25.10,25.53,25.59,25.91,25.43,24.78,24.94,24.68,25.53,25.48,25.37,25.85,25.27,25.10,25.05,26.12,25.00,25.96,25.43,24.89,25.37,25.64,25.43,24.84,25.37,24.94,25.80,25.75,25.80,25.10,25.10,25.43,25.10,25.21,25.21,24.73,25.53,25.37,25.21,25.59,25.37,25.75,25.53,25.48,25.48,25.53,25.91,25.64,25.27,25.75,25.80,25.80,25.91,25.64,25.85,25.53,25.05,25.16,25.64,25.85,25.80,25.27,25.43,25.27,
22.11,21.74,23.55,23.98,23.93,23.88,25.27,25.43,25.75,25.75,25.48,25.80,25.53,25.59,25.53,25.69,25.64,25.05,25.48,25.75,25.00,24.25,23.93,25.32,25.85,25.75,25.80,25.75,24.84,25.64,25.27,25.69,25.91,25.80,25.48,25.64,25.53,25.21,25.43,25.27,24.89,25.43,25.00,25.10,25.43,25.85,25.00,25.43,25.10,24.57,24.68,24.62,25.27,25.32,25.64,24.94,25.91,25.37,25.48,25.80,25.27,25.27,25.10,24.52,25.48,24.78,24.84,24.57,25.16,25.05,24.89,25.37,25.00,24.52,25.48,25.48,25.75,25.64,26.01,25.53,25.80,25.00,25.80,25.43,25.37,25.27,25.00,25.59,25.80,25.64,25.75,25.80,25.80,25.75,25.91,25.59,25.16,25.91,24.94,25.75,24.73,24.68,24.78,24.73,25.53,25.64,25.43,25.53,25.10,24.89,25.00,25.00,25.00,25.27,24.73,24.78,25.53,25.53,25.37,24.68,25.27,25.69,25.85,25.80,25.59,25.10,25.05,25.91,24.89,25.27,25.37,24.62,25.75,25.21,25.16,25.27,25.53,24.84,25.37,25.27,25.48,25.37,25.80,25.37,25.16,25.43,25.85,25.64,25.69,25.80,25.91,25.48,25.05,25.10,26.01,25.69,25.80,25.16,25.48,25.37,
23.39,22.97,23.82,24.04,24.78,24.36,25.21,25.53,25.48,25.69,25.53,25.53,25.53,25.64,25.96,25.48,25.96,25.80,25.75,25.53,25.48,24.09,25.75,25.27,25.85,25.37,25.53,25.69,24.78,25.53,25.10,25.43,25.80,25.27,25.32,25.80,25.37,25.10,25.27,25.21,25.27,25.69,25.59,24.94,25.32,25.37,25.00,25.21,25.05,24.73,25.32,25.32,25.27,25.37,25.32,25.80,25.75,25.91,26.44,25.53,25.16,25.10,24.89,25.48,25.27,24.89,25.21,24.62,24.89,24.78,25.16,25.16,25.00,24.57,24.78,25.64,25.75,26.12,25.91,25.64,25.69,25.05,25.53,25.37,25.53,25.10,25.27,25.75,25.75,25.69,25.59,26.01,25.75,25.91,25.37,25.75,25.16,25.53,24.94,25.37,25.48,24.73,24.62,25.48,25.27,25.91,25.27,25.05,25.05,24.68,24.89,26.12,25.80,25.64,25.64,25.53,25.37,25.53,25.05,24.68,25.53,25.64,25.64,25.64,25.00,24.73,25.05,25.32,25.10,25.27,25.37,25.16,25.53,25.48,25.10,25.43,25.32,24.73,25.32,25.27,25.75,25.48,25.53,25.43,25.10,25.53,25.48,25.64,25.53,26.07,25.80,25.05,25.80,25.16,25.91,25.69,25.59,24.94,25.32,25.16,
23.98,24.25,24.68,24.73,24.89,25.27,25.80,25.48,25.53,25.53,25.53,25.80,25.64,25.48,26.07,25.48,25.48,25.48,25.75,25.48,24.89,25.27,25.48,24.78,25.37,25.43,25.43,25.53,25.96,25.59,25.21,25.59,25.43,25.27,25.16,25.32,25.37,25.05,25.16,25.37,24.78,25.43,24.84,24.89,25.37,25.27,24.89,25.27,25.27,25.69,24.68,25.05,25.32,25.48,25.53,26.17,25.91,26.07,26.44,25.48,25.00,25.32,25.10,25.27,25.00,25.10,25.21,24.68,25.21,25.00,25.16,25.21,25.10,25.00,26.01,25.69,25.96,26.17,25.85,25.37,25.64,25.85,25.80,25.37,25.37,25.27,25.27,25.64,25.53,25.75,25.64,26.01,25.59,25.96,25.85,25.69,25.27,25.64,24.94,25.64,25.37,25.75,25.21,25.53,25.37,25.75,25.32,25.21,25.21,24.94,25.75,25.85,25.91,25.64,25.48,24.84,25.37,25.53,25.27,25.43,25.37,25.75,25.53,25.32,25.32,25.37,25.64,25.27,25.05,25.27,25.27,25.53,25.32,25.37,25.27,25.21,25.16,25.32,25.43,25.37,25.59,25.27,25.53,25.37,25.80,25.43,25.59,25.64,25.64,25.91,25.80,25.48,25.59,25.80,25.32,25.80,25.75,25.37,25.16,25.37,
24.94,24.57,25.27,25.32,25.16,24.68,25.64,26.01,25.59,25.75,25.53,25.53,25.64,25.37,25.05,25.48,25.69,25.10,25.64,25.75,25.21,25.64,25.59,24.62,24.36,25.48,25.32,25.48,24.89,25.59,25.27,25.80,25.05,25.37,25.75,25.43,25.43,25.16,25.27,25.00,24.68,25.16,25.43,24.94,25.27,25.32,24.94,25.37,25.00,24.73,24.68,25.32,25.64,25.53,25.53,26.17,25.96,26.44,25.91,25.21,24.94,25.53,24.73,24.52,25.32,25.27,25.75,24.89,25.21,25.10,25.43,25.75,25.80,25.27,25.37,26.39,26.07,26.23,26.01,25.64,25.53,26.01,25.75,25.27,25.59,25.27,25.21,25.53,25.85,25.64,25.85,26.01,25.69,25.27,25.69,25.69,26.07,25.53,25.00,25.85,25.43,24.62,24.84,25.48,25.37,25.32,25.53,25.48,25.21,24.94,24.89,25.91,24.89,25.59,24.94,25.80,25.48,25.59,25.21,24.78,25.69,25.37,24.94,25.75,25.00,25.80,25.16,25.43,25.00,25.27,25.05,24.68,25.37,25.21,25.21,25.32,25.05,25.53,25.21,25.32,25.37,25.69,25.53,25.43,25.16,25.64,25.43,25.75,25.43,25.16,25.48,25.32,25.80,25.80,25.05,25.80,25.80,25.43,25.16,25.37,
25.21,25.37,25.21,25.27,25.16,25.80,25.64,25.53,25.43,25.64,25.48,25.37,25.32,25.64,25.91,25.48,25.37,26.07,25.53,25.69,25.27,25.53,25.91,24.94,25.48,25.27,25.37,25.43,25.53,25.59,25.37,25.80,26.01,25.53,25.69,25.64,25.27,25.16,25.48,25.10,25.53,25.80,25.75,25.05,25.27,25.16,25.85,25.32,25.21,25.48,25.64,25.10,25.27,25.32,25.48,25.32,25.37,24.89,25.16,25.10,25.10,25.16,24.94,25.37,25.21,25.00,25.37,25.10,25.48,25.32,25.37,25.48,25.53,26.01,25.48,26.01,26.12,25.91,25.85,25.69,25.53,25.64,25.59,25.21,25.53,25.27,26.12,25.53,25.43,25.53,25.59,25.53,25.16,24.68,25.37,25.43,25.21,25.53,25.59,25.00,25.16,25.27,25.53,25.43,25.27,25.37,25.10,25.05,24.78,24.73,24.68,24.84,25.00,25.48,25.48,25.00,25.53,25.48,25.16,25.75,25.37,25.59,25.80,25.91,25.32,24.94,25.00,25.48,25.21,25.16,25.27,25.37,25.53,25.43,25.27,25.27,25.16,25.21,25.48,25.27,25.64,25.48,25.75,25.27,25.32,25.64,25.48,25.59,25.91,25.69,25.80,25.27,25.69,25.64,25.05,25.37,25.64,25.37,25.32,25.37,
25.80,25.53,25.64,25.48,25.16,25.59,25.59,25.48,25.37,25.80,25.59,25.59,25.48,25.53,25.91,25.59,26.07,25.00,25.37,25.96,25.27,25.43,25.69,24.89,25.64,25.21,25.48,25.32,26.01,25.69,25.10,25.48,24.73,25.48,24.73,25.05,25.48,25.21,25.21,25.10,24.68,24.68,25.64,24.94,25.37,25.21,24.84,25.37,25.00,24.68,24.57,25.64,25.10,25.53,25.53,24.68,25.43,24.68,25.37,25.00,25.10,25.16,25.10,24.52,24.94,25.16,25.43,25.21,25.32,25.43,25.85,25.64,25.53,25.48,26.39,25.75,25.96,26.07,25.85,25.53,25.64,25.05,25.64,25.10,25.43,25.10,25.00,25.48,25.53,25.53,25.64,25.80,25.59,25.05,25.48,25.32,24.57,25.16,24.46,25.37,25.53,24.78,24.78,24.68,25.21,25.32,25.48,25.53,25.05,24.78,24.78,25.91,25.00,26.17,24.78,25.69,25.37,25.85,25.10,25.69,25.27,25.69,24.94,25.48,24.94,24.84,25.10,25.21,25.00,25.21,25.16,25.21,25.43,25.00,24.94,25.16,25.16,25.21,25.37,25.10,25.48,25.32,25.48,25.21,25.16,25.21,25.80,25.64,25.64,25.64,25.48,25.10,25.43,24.89,25.10,25.75,25.80,25.64,25.05,25.37,
